"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_nested_steps","Tbd"
"passed","Sun Oct 20 13:22:01 GMT 2024","Sun Oct 20 13:22:02 GMT 2024","1343","tests","login_test","TestLogin","","","test_invalid_credentials"," Tbd "
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body",""
"passed","Sun Oct 20 13:22:02 GMT 2024","Sun Oct 20 13:22:02 GMT 2024","1","tests","login_test","TestLogin","","","test_login",""
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_custom_link",""
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step2",""
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_file",""
"passed","Sun Oct 20 13:21:57 GMT 2024","Sun Oct 20 13:21:59 GMT 2024","1595","tests","login_test","TestLogin","","","test_valid_credentials"," Tbd "
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_class_method_as_step","Tbd"
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_inline_step","Tbd"
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_testcase_link",""
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_body_with_default_kwargs",""
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_link",""
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_issue_link",""
"passed","Sun Oct 20 13:21:46 GMT 2024","Sun Oct 20 13:21:46 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step","Tbd"
