"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 01 13:19:23 GMT 2024","Thu Aug 01 13:19:25 GMT 2024","1456","tests","login_test","TestLogin","","","test_valid_credentials"," Tbd "
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_testcase_link",""
"passed","Thu Aug 01 13:19:27 GMT 2024","Thu Aug 01 13:19:27 GMT 2024","0","tests","login_test","TestLogin","","","test_login",""
"passed","Thu Aug 01 13:19:26 GMT 2024","Thu Aug 01 13:19:27 GMT 2024","1233","tests","login_test","TestLogin","","","test_invalid_credentials"," Tbd "
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_reusable_step","Tbd"
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_link",""
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_class_method_as_step","Tbd"
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body_with_default_kwargs",""
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_inline_step","Tbd"
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_custom_link",""
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_nested_steps","Tbd"
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step2",""
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body",""
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_file",""
"passed","Thu Aug 01 13:19:15 GMT 2024","Thu Aug 01 13:19:15 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_issue_link",""
