"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_custom_link",""
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step2",""
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_body",""
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_nested_steps","Tbd"
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_link",""
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_class_method_as_step","Tbd"
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body_with_default_kwargs",""
"passed","Wed Jan 10 13:18:20 GMT 2024","Wed Jan 10 13:18:21 GMT 2024","1210","tests","login_test","TestLogin","","","test_valid_credentials"," Tbd "
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_issue_link",""
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step","Tbd"
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_inline_step","Tbd"
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_testcase_link",""
"passed","Wed Jan 10 13:18:19 GMT 2024","Wed Jan 10 13:18:19 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_file",""
"passed","Wed Jan 10 13:18:22 GMT 2024","Wed Jan 10 13:18:24 GMT 2024","1194","tests","login_test","TestLogin","","","test_invalid_credentials"," Tbd "
"passed","Wed Jan 10 13:18:24 GMT 2024","Wed Jan 10 13:18:24 GMT 2024","0","tests","login_test","TestLogin","","","test_login",""
