"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 06 13:20:39 GMT 2024","Sun Oct 06 13:20:39 GMT 2024","0","tests","login_test","TestLogin","","","test_login",""
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step","Tbd"
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_nested_steps","Tbd"
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_issue_link",""
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_link",""
"passed","Sun Oct 06 13:20:38 GMT 2024","Sun Oct 06 13:20:39 GMT 2024","1212","tests","login_test","TestLogin","","","test_invalid_credentials"," Tbd "
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body",""
"passed","Sun Oct 06 13:20:35 GMT 2024","Sun Oct 06 13:20:37 GMT 2024","1429","tests","login_test","TestLogin","","","test_valid_credentials"," Tbd "
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_file",""
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_custom_link",""
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_testcase_link",""
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step2",""
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_class_method_as_step","Tbd"
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_inline_step","Tbd"
"passed","Sun Oct 06 13:20:28 GMT 2024","Sun Oct 06 13:20:28 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body_with_default_kwargs",""
