"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_reusable_step2",""
"passed","Sat Sep 21 13:19:54 GMT 2024","Sat Sep 21 13:19:55 GMT 2024","1522","tests","login_test","TestLogin","","","test_valid_credentials"," Tbd "
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_issue_link",""
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_custom_link",""
"passed","Sat Sep 21 13:19:58 GMT 2024","Sat Sep 21 13:19:58 GMT 2024","1","tests","login_test","TestLogin","","","test_login",""
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_testcase_link",""
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_nested_steps","Tbd"
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_file",""
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_inline_step","Tbd"
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_link",""
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step","Tbd"
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_body_with_default_kwargs",""
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_class_method_as_step","Tbd"
"passed","Sat Sep 21 13:19:40 GMT 2024","Sat Sep 21 13:19:40 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_body",""
"passed","Sat Sep 21 13:19:56 GMT 2024","Sat Sep 21 13:19:57 GMT 2024","1195","tests","login_test","TestLogin","","","test_invalid_credentials"," Tbd "
